Timestamp,Apakah Anda bersedia memberikan jawaban dengan jujur dan mengizinkan data yang Anda isi digunakan untuk penelitian ini? ,"1. Tuliskan salah satu status yang pernah Anda unggah di Facebook. 

(Status bisa berupa kalimat pendek/panjang, kutipan, emotikon, atau apa pun yang menggambarkan suasana hati Anda. Tidak perlu ragu — silakan tulis dengan bebas di bawah ini.)
","2.  Menurut Anda, setelah membuat status pada no. 1, status tersebut termasuk ke dalam kategori sentimen apa?

Petunjuk Kategori Sentimen:

Positif: Status yang mengandung perasaan senang, bahagia, bersyukur, optimis, memotivasi, atau memberikan dukungan. Contoh: ""Hari ini aku merasa sangat bahagia dan penuh semangat!""
Negatif: Status yang mengandung perasaan sedih, marah, kecewa, cemas, stres, atau hal-hal bernada pesimis. Contoh: ""Aku merasa sangat lelah dan tidak bersemangat akhir-akhir ini.""
Netral: Status yang bersifat informatif, tidak menunjukkan emosi yang kuat, atau hanya menyampaikan fakta tanpa muatan perasaan tertentu. Contoh: ""Hari ini aku mengikuti kuliah dari jam 8 pagi sampai jam 3 sore.""
⚠️ Harap baca dan pahami petunjuk di atas sebelum memilih kategori di bawah. Pilihlah kategori sentimen yang paling sesuai dengan isi status yang Anda buat pada no. 1 sebelumnya.",1. Berapa Usia Anda?,2. Jenis Kelamin Anda?
28/06/2025 7:52:50,"Ya, saya bersedia.",aku ingin diam saja tanpa berbicara sedikitpun,Negatif,24,Perempuan
28/06/2025 7:53:36,"Ya, saya bersedia.",tidak kuat lagi rasa nya ingin mati saja,Negatif,25,Perempuan
28/06/2025 7:55:30,"Ya, saya bersedia.","Aku sangat sangat merasa bahagia, senang, bersyukur, tenang, semangat, damai, kuat, bangga, cerah, tersenyum 🤗🙌🏻",Positif,25,Perempuan
28/06/2025 7:57:12,"Ya, saya bersedia.",sangat bahagia  ,Positif,18,Laki - laki
28/06/2025 7:58:20,"Ya, saya bersedia.","penuh semangat  
",Positif,21,Perempuan
28/06/2025 7:59:06,"Ya, saya bersedia.","bersyukur sekali  
",Positif,20,Laki - laki
28/06/2025 8:00:05,"Ya, saya bersedia.","hati tenang  
",Positif,28,Laki - laki
28/06/2025 8:02:35,"Ya, saya bersedia.","hari cerah  
",Positif,20,Laki - laki
28/06/2025 8:04:29,"Ya, saya bersedia.","tersenyum manis  
",Negatif,28,Perempuan
28/06/2025 8:05:18,"Ya, saya bersedia.",merasa kuat dan bersinergi,Positif,21,Laki - laki
28/06/2025 8:06:02,"Ya, saya bersedia.",merasa kuat  ,Positif,28,Laki - laki
28/06/2025 8:06:42,"Ya, saya bersedia.",semangat pagi  ,Positif,27,Laki - laki
28/06/2025 8:07:30,"Ya, saya bersedia.","sangat bersyukur  
",Positif,25,Laki - laki
28/06/2025 8:08:11,"Ya, saya bersedia.",pikiran jernih,Positif,23,Laki - laki
28/06/2025 8:09:13,"Ya, saya bersedia.",aku sangat bahagiaaaaa,Positif,24,Perempuan
28/06/2025 8:09:49,"Ya, saya bersedia.",hari yang indah  ,Positif,24,Laki - laki
28/06/2025 8:10:26,"Ya, saya bersedia.","penuh rasa syukur  
",Positif,24,Laki - laki
28/06/2025 8:11:07,"Ya, saya bersedia.","aku merasa damai  
",Positif,20,Laki - laki
28/06/2025 8:11:50,"Ya, saya bersedia.","semangat jalani hari  
",Positif,20,Laki - laki
28/06/2025 8:12:32,"Ya, saya bersedia.","aku sangat tenang  
",Positif,20,Laki - laki
28/06/2025 8:13:09,"Ya, saya bersedia.","pagi yang cerah  
",Positif,21,Laki - laki
28/06/2025 8:13:59,"Ya, saya bersedia.","tersenyum tanpa alasan  
",Positif,20,Laki - laki
28/06/2025 8:14:35,"Ya, saya bersedia.","hati terasa ringan  
",Positif,23,Laki - laki
28/06/2025 8:15:21,"Ya, saya bersedia.",aku bangga kepada diriku,Positif,23,Laki - laki
28/06/2025 8:17:16,"Ya, saya bersedia.","Hari ini aktivitas seperti biasa, tidak terlalu istimewa tapi cukup tenang",Positif,23,Perempuan
28/06/2025 8:19:32,"Ya, saya bersedia.","biasa, aktivitas, cukup, oke, stabil, jalan, sedang, umum, rutinitas, normal ",Netral,20,Laki - laki
28/06/2025 8:26:10,"Ya, saya bersedia.","hari biasa  

",Netral,23,Laki - laki
28/06/2025 8:26:58,"Ya, saya bersedia.","aktivitas rutin  
",Netral,23,Perempuan
28/06/2025 8:27:57,"Ya, saya bersedia.","tidak banyak  
",Netral,22,Laki - laki
28/06/2025 8:28:42,"Ya, saya bersedia.",keadaan stabil  ,Netral,23,Laki - laki
28/06/2025 8:29:28,"Ya, saya bersedia.",suasana netral  ,Netral,20,Laki - laki
28/06/2025 8:30:17,"Ya, saya bersedia.","kerjaan selesai  
",Netral,24,Laki - laki
28/06/2025 8:30:53,"Ya, saya bersedia.","biasa saja  
",Netral,20,Laki - laki
28/06/2025 8:31:36,"Ya, saya bersedia.","sedang bekerja  
",Netral,23,Perempuan
28/06/2025 8:32:16,"Ya, saya bersedia.",makan siang,Netral,20,Laki - laki
28/06/2025 8:33:02,"Ya, saya bersedia.",Makan pagi dengan my pacar🙌🏻,Netral,23,Laki - laki
28/06/2025 8:35:09,"Ya, saya bersedia.",makan pagi ,Netral,21,Laki - laki
28/06/2025 8:36:04,"Ya, saya bersedia.",mau makan sore sama temen,Netral,20,Laki - laki
28/06/2025 8:37:01,"Ya, saya bersedia.","hari ini biasa  
",Netral,,
28/06/2025 8:37:28,"Ya, saya bersedia.",tidak terjadi apa  ,Netral,,
28/06/2025 8:38:31,"Ya, saya bersedia.",aktivitas seperti biasa  ,Netral,,
28/06/2025 8:39:04,"Ya, saya bersedia.","semua berjalan normal  
",Netral,,
28/06/2025 8:39:43,"Ya, saya bersedia.","aku cukup tenang  
",Netral,20,Laki - laki
28/06/2025 8:40:18,"Ya, saya bersedia.","cuaca cukup baik  
",Netral,21,Laki - laki
28/06/2025 8:40:50,"Ya, saya bersedia.",rutinitas seperti biasa  ,Netral,21,Laki - laki
28/06/2025 8:41:24,"Ya, saya bersedia.",biasa saja kok  ,Netral,23,Laki - laki
28/06/2025 8:42:10,"Ya, saya bersedia.",sedang fokus kerja,Netral,23,Laki - laki
28/06/2025 8:43:09,"Ya, saya bersedia.","Hari ini aktivitas seperti biasa, tidak terlalu istimewa tapi cukup tenang",Netral,20,Laki - laki
29/06/2025 22:20:19,"Ya, saya bersedia.",Senyumannya membuat aku senang sekali,Positif,20,Perempuan
29/06/2025 22:21:36,"Ya, saya bersedia.",Melihat dia tertawa lepas adalah bentuk rasa bahagiaku,Positif,22,Perempuan
29/06/2025 22:22:58,"Ya, saya bersedia.",Hal yang palimg indah adalah melihat pemandangan pantai dipagi hari dan sore hari tentu nya,Positif,21,Perempuan
29/06/2025 22:23:54,"Ya, saya bersedia.",Tidak ada yang perlu ditakuti di dunia ini selama kita yakin dan percaya akan tuhan,Positif,24,Laki - laki
29/06/2025 22:25:14,"Ya, saya bersedia.",aku suka orang yang baik dan percaya diri yang tidak takut apapun apalagi terhadap tantangan,Positif,23,Laki - laki
29/06/2025 22:26:14,"Ya, saya bersedia.","Aku akan berenang hari minggu, semoga cuaca cerah",Netral,22,Laki - laki
29/06/2025 22:27:29,"Ya, saya bersedia.",akan akan pergi ke caffe dengan teman lama ku,Netral,23,Laki - laki
29/06/2025 22:28:15,"Ya, saya bersedia.",Aku akan bermain sepak bola di hari sabtu,Netral,22,Laki - laki
29/06/2025 22:29:42,"Ya, saya bersedia.",aku akan memotret pantai di pagi dan sore hari,Netral,21,Perempuan
29/06/2025 22:30:29,"Ya, saya bersedia.",Hari ini aku mengikuti kuliah dari jam 8 pagi sampai jam 3 sore,Netral,22,Laki - laki
29/06/2025 22:31:18,"Ya, saya bersedia.",hari ini aku akan tidur ,Netral,21,Laki - laki
30/06/2025 0:50:04,"Ya, saya bersedia.",aku akan bunuh diri saja cape lama - lama hidup di dunia ini,Negatif,22,Perempuan
30/06/2025 0:52:48,"Ya, saya bersedia.",sore nanti dan malam aku akan mengerjakan tugas,Netral,22,Laki - laki
30/06/2025 0:53:40,"Ya, saya bersedia.",liburan sebentar lagi ,Netral,21,Laki - laki
30/06/2025 0:55:15,"Ya, saya bersedia.",hari ini aku begadang karena mengerjakan tugas,Netral,20,Laki - laki
30/06/2025 0:56:36,"Ya, saya bersedia.",kadang aku merasa kesal ,Negatif,20,Laki - laki
30/06/2025 1:06:20,"Ya, saya bersedia.",Sampe bengkak ttp ajj disuntik masukin obat🥺 perjuangan bgt pertama kali ngrasain d infus 😁makasih buat suami 🥰 org tua sodara semua yg udh doain alhamdulillah membaik🤲🙏🥰,Netral,20,Perempuan
30/06/2025 1:07:25,"Ya, saya bersedia.",Assalamualaikum selamat pagi selamat berakhir pekan pada weekend knm ni besty.... 😁,Netral,24,Perempuan
30/06/2025 1:08:26,"Ya, saya bersedia.","Di bentuk oleh fakta pahit kehidupan di paksa dewasa sebelum wkt nya. Jelas sngt berbeda dgn org yg di bentuk dgn harta org tua nya, mereka di manja, di syang. Skrg mau di adu silah kan akan ku tunjuk kan tulang siapa yg paling keras🤝",Negatif,24,Perempuan
30/06/2025 1:09:39,"Ya, saya bersedia.",Back to school😅,Positif,22,Laki - laki
30/06/2025 1:10:31,"Ya, saya bersedia.","Hina'an mu akan ku jadikan motifasi,  fisik bisa di ubah,  materi bisa di cari!!  Tapi yang setia tidak datang 2 kali.💪💪💦💦💦",Positif,24,Laki - laki
30/06/2025 1:12:11,"Ya, saya bersedia.","Nikmati hidupmu ...
  tidak perlu takut dengan penilaian orang lain,
 Karena yang menganggapmu buruk,
belum tentu mereka lebih baik.",Positif,26,Perempuan
30/06/2025 1:13:17,"Ya, saya bersedia.","Manjakan diri Anda dengan suasana hati yang sangat baik dengan tiket Wacken Open Air 2025 dari Pertukaran Tiket W:O:A. Dalam 31 hari akhirnya tiba waktunya...
https://www.wacken.com/.../ticketboerse-an-und-verkauf/",Positif,32,Laki - laki
30/06/2025 1:15:13,"Ya, saya bersedia.",lengser di acara madrasah At-Taqwa Sodong,Netral,38,Perempuan
30/06/2025 1:15:59,"Ya, saya bersedia.",Lekas sembuh teruntuk semangat yang selalu dipatahkan oleh keadaan 🌻,Negatif,23,Laki - laki
30/06/2025 1:16:59,"Ya, saya bersedia.",Ceker PGI Redy sekilu 35 setengah 18 ygg nak mesan mesanlah cod jam7,Netral,27,Perempuan
30/06/2025 1:54:00,"Ya, saya bersedia.",aku suka,Positif,22,Laki - laki
30/06/2025 1:55:27,"Ya, saya bersedia.",aku mau berbicara ,Netral,22,Perempuan
30/06/2025 1:57:30,"Ya, saya bersedia.",aku rasa aku jatuh cinta,Positif,23,Perempuan
30/06/2025 1:58:55,"Ya, saya bersedia.",aku ingin bersantai ,Netral,23,Perempuan
30/06/2025 2:02:06,"Ya, saya bersedia.",Berani dan jujur,Positif,24,Laki - laki
30/06/2025 2:05:26,"Ya, saya bersedia.","Daging sekilu 35
Hati 4 Rakai 10
Sayap 35 sekilu
Ceker kepala 22
Ceker 35 sekilu",Netral,41,Perempuan
30/06/2025 2:08:09,"Ya, saya bersedia.","Juara mah bebas!!! Semangat jalani hari sebagai Bobotoh, apalagi ditemani sama yang baru dari Indomie: rasa Soto Koya. 
Mie kenyal dengan kuah soto medok dan bubuk koya, bikin Bobotoh auto terkoya-koya. Yuk cobain! Sudah bisa kamu dapatkan di toko-toko terdekat.
Terus semangat dukung Persib bareng Indomie!
#IndofoodxPersib #Indomie #Persib #Bobotoh",Positif,23,Perempuan
30/06/2025 2:09:53,"Ya, saya bersedia.",Salam interaksi kawan kawan🙏🙏 sampai kota mana aja kah foto aku ini,Netral,45,Laki - laki
30/06/2025 2:11:43,"Ya, saya bersedia.",Tumbuh besar anakku sehat Soleh bager pinter🤲🥰😘,Positif,25,Perempuan
30/06/2025 2:13:02,"Ya, saya bersedia.","Saat ego dan ketidakpekaan berjodoh, komunikasi perlahan mengering, dan kisah pun berubah jadi butiran sereal :(",Negatif,25,Perempuan
30/06/2025 2:14:25,"Ya, saya bersedia.","Bah4ya makan ik4n niL4, jangan sampe kalian mnyesal terlambat tauu!!! Nyessel banget baru tau bun beli ikan nila di pasar lngsung ku bu4ng krena takvt banget ternyata dapat info ternyata ikan ini bahaya bun 🥲 cekk di bawah ini ales4nnya kenapa ik4n niL4 sangat bah..aya bun ,, janji jangan kaget bun👇👇
https://s.shopee.co.id/7KlaeRRPon
https://s.shopee.co.id/7KlaeRRPon",Negatif,25,Perempuan
30/06/2025 2:15:39,"Ya, saya bersedia.","""Grateful for this sacred time to connect with God and one another. #SundayVibes""
",Positif,35,Laki - laki
30/06/2025 2:17:01,"Ya, saya bersedia.","Ke mana pun lo pergi, selalu ada #SebotolGoodDay Originale Cappuccino yang siap buat nemenin!
Rasakan creamy-nya Good Day Originale Cappuccino yang bikin hari lo makin seru dan penuh warna!✨ 
#CreamyForEveryJourney #ReadyToGoodDay #GoodDay #KopiGoodDay
",Positif,25,Laki - laki
30/06/2025 2:18:23,"Ya, saya bersedia.","Kadang nyeuri hate lain cuman kusabab perbuatan, tapi oge kusabab omongan🥀",Negatif,23,Laki - laki
30/06/2025 2:19:36,"Ya, saya bersedia.","Assalamualaikum, teman-teman yang belum sholat tahajut lekas bangun, kita sholat tahajut bersama.",Netral,47,Perempuan
30/06/2025 2:20:58,"Ya, saya bersedia.",Memperingati tahun baru Islam 1447🕌🕌,Netral,25,Perempuan
30/06/2025 2:21:50,"Ya, saya bersedia.",Buat iklan untuk menjangkau pelanggan Anda dengan Google Ads,Netral,29,Laki - laki
30/06/2025 2:23:00,"Ya, saya bersedia.","Tas selempang Livina
Ada 6 wrn moms
Hitam, Putih,Abu,Pink,Mustard,Mocca
28.000",Netral,20,Perempuan
30/06/2025 2:23:46,"Ya, saya bersedia.","Dewasa selalu memaksakan Untuk terlihat baik - baik saja, padahal itu semua tidak benar🍁",Negatif,23,Laki - laki
30/06/2025 2:25:06,"Ya, saya bersedia.",Besok Redy cabe seperapat 15k,Netral,22,Perempuan
30/06/2025 2:26:06,"Ya, saya bersedia.","Betapa Hancurnya Hati Seorang Ayah 😭 Melihat Anaknya Meningg4l Seperti Ini 😭
Kejadian Ini Terjadi Selasa, 2025 Seorang Pelajar Siswi SD terser3mp3t Kereta 4pi di saat mau pulang sekolah di terowongan benteng Mojokerto.
Kronologi :
Ayahnya mau jemput anaknya pulang sekolah, selisih di jalan dengan sianak, bapaknya lewat trowongan anaknya lewat di atas Rell dan terseremp3t keret4 ap1 dan Meningg4l Duni4😭
Turut merasakan dukacita buat orangtua si anak akan kejadian ini, semoga sabar dan tabah menghadapi kejadian ini 🥺
Tetap hati2 Buat Warga yg menyekolahkan anaknya melewati jalan rel kereta 4pi, harus tetap berhati-hati, jemputlah anak sebelum pulang sekolah untuk menghindari yg tidak baik.",Negatif,43,Perempuan
30/06/2025 2:27:14,"Ya, saya bersedia.","Ga takut pelanggan kabur karena lengkapnya pilihan pembayaran!
✅ 38+ Opsi Payment
✅ Integrasi cepat & aman
✅ Cocok untuk semua skala bisnis
Mau transaksi lancar tanpa drama? Saatnya #PakaiXenditAja!",Netral,23,Laki - laki
30/06/2025 2:33:53,"Ya, saya bersedia.","Bismillahirrahmanirrahim assalamualaikum 
Minta tolongka kasian yg punya golongan darah B butuhka 4 kantong untuk bapakku,
Yg punya kerabat atau teman tolong di share kasian paling lambat besok sudh harus ada, tolong bagikankiku postingan ku biar bnyk yg liatttt
#palangmerahluwutimur #PMR",Negatif,26,Perempuan
30/06/2025 2:37:33,"Ya, saya bersedia.","Diperkosa dan Diancam Pelaku, Ibu-Anak Ngungsi di Kandang Ayam Pekalongan
Satu keluarga warga Kecamatan Bantarbolang, Kabupaten Pemalang, Jawa Tengah, sudah sebulan lamanya mengungsi di sebuah kandang ayam di Pekalongan. Sebab, ibu dan anak ini diketahui merupakan korban pemerkosaan dan pencabulan. Mereka terpaksa menempati kandang karena takut dengan ancaman pelaku, inisial Cas.
Diketahui, keluarga yang total berisi lima orang tersebut menempati salah satu bilik dalam kandang. Untungnya, sudah sepekan ini, ayam sebanyak 13 ribu ekor tersebut memasuki masa panen, sehingga kandang kosong.
Ditemui detikJateng di kandang ayam Kamis (26/6/2025) petang, Kas, suami dan juga ayah korban, mengungkapkan bagaimana dia, istri, dan empat anak mereka memilih mengungsi di lokasi tempatnya bekerja.
Kas mengungkap istrinya, C (32), dan putri mereka yang masih berusia 13 tahun menjadi pelampiasan nafsu bejat pelaku yang diketahui masih satu desa. Bahkan, istrinya diperkosa di depan anak-anaknya pada akhir April lalu.
Sementara anaknya sudah dicabuli empat kali, terakhir pada awal Mei lalu. Kas bercerita lokasi pemerkosaan dan pencabulan terjadi di rumahnya pada malam hari.
""Awalnya, saya tidak tahu kejadiannya, istri dan anak tidak cerita. Kalau cerita, pelaku mengancam akan membunuh. Anak istri baru cerita sebulan lalu, langsung saya bawa ke sini, ke tempat kerja untuk keamanan,"" kata Kas.
Kas menuturkan berdasarkan pemeriksaan medis, alat kelamin putrinya terluka akibat perbuatan pelaku.
""Dilakukan di rumah semua, saat malam. Kalau anak saya saat anak saya sendirian, istri pas di luar rumah,"" katanya.
Rumahnya memang terbilang sederhana, menggunakan kayu papan, yang meskipun dikunci ada celah orang untuk masuk.
 SC,detik,com
#jangkauan
#fyp
#viral",Negatif,28,Perempuan
30/06/2025 2:42:31,"Ya, saya bersedia.","Pecinta pedas,sger asem sini merapat😅
Tomyam resep by aku sendiri,pkok nya kalau bikin sendiri itu bakalan belih puas enak nya, pedese nya dan yang pasti jauh lebih kenyang 😄😄 
#fotomakanan
#fotobonus
#jangkauanluas
#monetisasikonten
#tomyamspesial",Netral,25,Perempuan
30/06/2025 2:46:21,"Ya, saya bersedia.","Kerja fleksibel, mobilitas maksimal dengan ASUS ExpertBook P3! Hadir untuk profesional dilengkapi dengan Windows 11, siap diandalkan untuk bisnis tanpa gangguan.
Trusted by IT Experts. Built for Worry-Free Business.
Tersedia di ASUS Online Store.
💳 Cicilan 0% tanpa bunga
✅ Free Delivery
🛍 Pick up in store
#ASUSExpertBook #ExpertBookP3 #LaptopBisnis #ASUSIndonesia #WorryFreeBusiness #TrustedbyITExperts #betheexpert #Windows11",Netral,27,Laki - laki
30/06/2025 2:48:56,"Ya, saya bersedia.",Mati rasa itu memang ada,Negatif,25,Laki - laki
30/06/2025 2:51:02,"Ya, saya bersedia.","Barang gak sesuai harapan tapi ada aja alibi, alasan, dan blablabla lainnya yang intinya gak dibolehin retur barang😞",Negatif,23,Perempuan
30/06/2025 2:58:48,"Ya, saya bersedia.","Setiap pertemuan pasti ada perpisahan...
15 th.an kita bersama tapi harii ini, hari terakhir kita bersama😔.....
Sekarang sudah tidak ada lagi candaan mu,,, tdak ada lagii yg menyapa dan menunggu di depan pintu ketika datang dari berpergian atau pun pagi baru bangun 😔..
Selamat jalan kawan smoga kita bertemu di kehidupan selanjutnya 🙏🏻🙏🏻
Om svargantu, moksantu, sunyantu murcantu, om ksama sampurna ya namah svaha🙏🏻🙏🏻
.
.
25juni2025 RIP🙏🏻",Negatif,28,Laki - laki
30/06/2025 3:01:41,"Ya, saya bersedia.","Bukan soal bener atau salah, kayaknya, bapaknya punya gangguan kecemasan.",Negatif,29,Laki - laki
30/06/2025 3:09:07,"Ya, saya bersedia.","Karena ketika sudah kecewa, apapun yang baik akan tetap terlihat buruk:(",Negatif,25,Laki - laki
30/06/2025 3:43:48,"Ya, saya bersedia.",aku suka kamu,Positif,22,Perempuan
30/06/2025 3:44:53,"Ya, saya bersedia.",aku benci kamu,Negatif,23,Perempuan
30/06/2025 3:45:41,"Ya, saya bersedia.",aku akan mengikuti lomba puisi,Netral,26,Laki - laki
01/07/2025 19:52:03,"Ya, saya bersedia.",status sedih,Negatif,22,Perempuan
02/07/2025 4:08:19,"Ya, saya bersedia.","seperti tidak ada semangat, aku merasa lemah letih dan lesu :(",Negatif,24,Perempuan
02/07/2025 4:09:41,"Ya, saya bersedia.","capekkkkk dan lemas rasanya, sepertinya aku banyak mengeluh setiap hari",Negatif,24,Laki - laki
02/07/2025 4:10:51,"Ya, saya bersedia.",bosan atau boring sama saja kannnnnnn hhhaaaa,Negatif,22,Perempuan
02/07/2025 4:12:17,"Ya, saya bersedia.",prnah gkkk sih pengen kyakk bnuh diri atau mati sja :),Negatif,24,Perempuan
02/07/2025 4:12:51,"Ya, saya bersedia.",Bodohhhhhh,Negatif,21,Laki - laki
02/07/2025 9:01:28,"Ya, saya bersedia.",aku stress sekali,Negatif,22,Perempuan
02/07/2025 9:02:04,"Ya, saya bersedia.",aku takutttttttt,Negatif,23,Laki - laki
02/07/2025 9:02:50,"Ya, saya bersedia.",aku bingung dan bimbang,Negatif,21,Perempuan
02/07/2025 9:08:13,"Ya, saya bersedia.",aku menyesal,Negatif,22,Perempuan
02/07/2025 10:23:28,"Ya, saya bersedia.",Aku,Netral,23,Laki - laki
02/07/2025 10:25:59,"Ya, saya bersedia.",Aku merasa sangat sedih hari ini,Negatif,23,Laki - laki
02/07/2025 10:26:39,"Ya, saya bersedia.","Hidupku penuh tekanan, aku tidak sanggup lagi",Negatif,23,Laki - laki
02/07/2025 10:27:37,"Ya, saya bersedia.","Rasanya tidak ada yang peduli, aku sangat kesepian",Negatif,24,Perempuan
02/07/2025 10:28:32,"Ya, saya bersedia.",Hanya ingin tidur dan menghilang,Negatif,22,Laki - laki
